photosynthesis per layer
umol-2s-1
    -0.91    -0.91    -0.90    -0.90    -0.89    -0.89    -0.88    -0.87    -0.87    -0.86    -0.85    -0.84    -0.84    -0.83    -0.82    -0.81    -0.80    -0.80    -0.79    -0.78    -0.77    -0.76    -0.75    -0.74    -0.74    -0.73    -0.72    -0.71    -0.70    -0.69    -0.69    -0.68    -0.67    -0.66    -0.65    -0.65    -0.64    -0.63    -0.62    -0.62    -0.61    -0.60    -0.59    -0.59    -0.58    -0.57    -0.57    -0.56    -0.55    -0.55    -0.54    -0.54    -0.53    -0.53    -0.52    -0.51    -0.51    -0.50    -0.50    -0.50     0.00
    10.53    10.33    10.13     9.94     9.75     9.56     9.38     9.20     9.01     8.84     8.66     8.49     8.32     8.15     7.99     7.83     7.67     7.51     7.36     7.21     7.06     6.91     6.77     6.63     6.49     6.36     6.22     6.09     5.96     5.83     5.71     5.59     5.47     5.35     5.23     5.12     5.01     4.90     4.79     4.69     4.58     4.48     4.38     4.28     4.19     4.09     4.00     3.91     3.82     3.73     3.65     3.56     3.48     3.40     3.32     3.24     3.17     3.09     3.02     2.95     0.00
    11.80    11.59    11.38    11.17    10.96    10.75    10.55    10.34    10.14     9.94     9.74     9.54     9.35     9.15     8.96     8.77     8.59     8.40     8.22     8.04     7.86     7.69     7.52     7.35     7.19     7.02     6.86     6.71     6.55     6.40     6.25     6.11     5.97     5.83     5.69     5.56     5.42     5.30     5.17     5.05     4.93     4.81     4.70     4.59     4.48     4.38     4.27     4.17     4.08     3.98     3.89     3.80     3.72     3.63     3.55     3.47     3.40     3.33     3.26     3.19     0.00
    12.25    12.04    11.82    11.61    11.40    11.19    10.97    10.76    10.55    10.34    10.14     9.93     9.72     9.52     9.32     9.12     8.92     8.72     8.53     8.33     8.14     7.96     7.77     7.59     7.41     7.23     7.06     6.89     6.72     6.56     6.40     6.24     6.08     5.93     5.79     5.64     5.50     5.36     5.23     5.10     4.97     4.85     4.73     4.61     4.50     4.39     4.28     4.18     4.08     3.99     3.89     3.81     3.72     3.64     3.56     3.48     3.41     3.34     3.28     3.22     0.00
    12.48    12.27    12.05    11.84    11.63    11.41    11.20    10.99    10.77    10.56    10.35    10.14     9.93     9.72     9.51     9.30     9.09     8.89     8.69     8.49     8.29     8.09     7.90     7.71     7.52     7.33     7.15     6.97     6.80     6.62     6.45     6.29     6.13     5.97     5.81     5.66     5.51     5.37     5.23     5.10     4.96     4.84     4.71     4.59     4.48     4.36     4.26     4.15     4.05     3.95     3.86     3.77     3.69     3.61     3.53     3.46     3.39     3.32     3.26     3.21     0.00
    12.71    12.50    12.29    12.08    11.87    11.65    11.44    11.23    11.01    10.80    10.58    10.37    10.15     9.94     9.72     9.51     9.30     9.09     8.87     8.66     8.46     8.25     8.05     7.84     7.64     7.45     7.25     7.06     6.88     6.69     6.51     6.34     6.16     5.99     5.83     5.67     5.51     5.36     5.22     5.07     4.93     4.80     4.67     4.55     4.43     4.31     4.20     4.09     3.99     3.90     3.80     3.72     3.63     3.55     3.48     3.41     3.35     3.28     3.23     3.18     0.00
    12.83    12.62    12.41    12.20    11.99    11.78    11.57    11.36    11.14    10.93    10.72    10.50    10.29    10.07     9.85     9.64     9.42     9.20     8.99     8.77     8.56     8.35     8.14     7.93     7.73     7.52     7.32     7.13     6.93     6.74     6.55     6.37     6.19     6.02     5.85     5.68     5.52     5.36     5.21     5.06     4.92     4.78     4.65     4.52     4.40     4.28     4.17     4.06     3.96     3.86     3.77     3.68     3.60     3.52     3.45     3.38     3.32     3.26     3.21     3.16     0.00
    12.90    12.69    12.49    12.28    12.07    11.86    11.65    11.44    11.23    11.02    10.80    10.59    10.37    10.16     9.94     9.72     9.51     9.29     9.07     8.86     8.64     8.43     8.21     8.00     7.79     7.59     7.38     7.18     6.98     6.79     6.60     6.41     6.23     6.05     5.87     5.70     5.54     5.38     5.22     5.07     4.93     4.79     4.65     4.52     4.40     4.28     4.16     4.05     3.95     3.85     3.76     3.67     3.59     3.51     3.44     3.37     3.31     3.26     3.21     3.16     0.00
    12.95    12.74    12.54    12.33    12.12    11.92    11.71    11.50    11.29    11.08    10.87    10.65    10.44    10.22    10.01     9.79     9.57     9.36     9.14     8.92     8.70     8.49     8.27     8.06     7.85     7.64     7.43     7.23     7.03     6.83     6.64     6.44     6.26     6.08     5.90     5.73     5.56     5.40     5.24     5.09     4.94     4.80     4.66     4.53     4.40     4.28     4.16     4.05     3.95     3.85     3.76     3.67     3.59     3.51     3.44     3.37     3.31     3.26     3.21     3.16     0.00
    12.98    12.78    12.57    12.37    12.16    11.96    11.75    11.55    11.34    11.13    10.92    10.70    10.49    10.28    10.06     9.84     9.63     9.41     9.19     8.97     8.76     8.54     8.32     8.11     7.90     7.69     7.48     7.27     7.07     6.87     6.67     6.48     6.29     6.11     5.93     5.75     5.58     5.42     5.26     5.10     4.95     4.81     4.67     4.54     4.41     4.29     4.17     4.06     3.96     3.86     3.76     3.68     3.59     3.52     3.45     3.38     3.32     3.26     3.22     3.17     0.00
    13.01    12.80    12.60    12.40    12.19    11.99    11.79    11.58    11.37    11.16    10.95    10.74    10.53    10.32    10.10     9.89     9.67     9.45     9.24     9.02     8.80     8.58     8.37     8.15     7.94     7.73     7.52     7.31     7.11     6.91     6.71     6.51     6.32     6.14     5.96     5.78     5.61     5.44     5.28     5.13     4.97     4.83     4.69     4.55     4.43     4.30     4.19     4.07     3.97     3.87     3.77     3.69     3.60     3.53     3.45     3.39     3.33     3.27     3.23     3.18     0.00
    13.04    12.84    12.64    12.44    12.24    12.04    11.83    11.63    11.43    11.22    11.01    10.80    10.59    10.38    10.17     9.96     9.74     9.52     9.31     9.09     8.87     8.66     8.44     8.23     8.01     7.80     7.59     7.38     7.17     6.97     6.77     6.57     6.38     6.19     6.01     5.83     5.66     5.49     5.33     5.17     5.02     4.87     4.73     4.59     4.46     4.33     4.22     4.10     4.00     3.89     3.80     3.71     3.63     3.55     3.48     3.41     3.35     3.30     3.25     3.21     0.00
